uuid,input,output
9629e5b1b9b942d5aa7fba3798d761f9,"[(41, 3), (99, 85), (80, 15), (72, 24)]","[(99, 85), (41, 3), (80, 15)]"
be2b947dc6d04f05b92aa2ab74c803d7,"[(0, 33), (55, 7), (63, 27)]","[(63, 27), (0, 33), (55, 7)]"
c35d2c2f756440fb823a9429e9831a09,"[(52, 54), (53, 48), (51, 29), (89, 90), (91, 9), (9, 48), (57, 29)]","[(9, 48), (91, 9), (89, 90)]"
e1877f963d614f119fc67d38942931f2,"[(10, 5), (38, 2), (58, 48), (22, 18), (16, 95), (84, 48), (44, 55), (27, 61), (10, 8), (39, 86), (45, 38), (44, 19), (41, 87), (93, 5)]","[(93, 5), (84, 48), (41, 87), (16, 95), (10, 8), (10, 5), (38, 2)]"
1cb49f0e72ef47eea5fbcb24e7634c7e,"[(65, 84), (58, 78), (67, 6), (49, 43)]","[(49, 43), (67, 6), (65, 84), (58, 78)]"
494d20310c854c708ded68460e475fbb,"[(60, 22), (27, 26), (18, 35), (93, 86), (49, 88), (1, 88), (75, 77), (93, 71), (54, 77), (45, 14), (11, 27), (28, 71), (27, 85), (55, 71)]","[(1, 88), (11, 27), (45, 14), (60, 22), (93, 71), (93, 86), (49, 88)]"
5b60c31266c441268bce958c2765ce35,"[(85, 70), (89, 9), (37, 38), (48, 74), (73, 48), (58, 30), (52, 24), (7, 41), (1, 50), (43, 72), (3, 39), (31, 65), (20, 75), (85, 60), (16, 91), (76, 37), (59, 33), (21, 32)]","[(16, 91), (1, 50), (3, 39), (21, 32), (89, 9), (85, 70)]"
90ca1abd264a4670b244a80a43907856,"[(4, 63), (99, 32), (49, 69), (29, 98), (1, 24), (62, 25), (53, 7), (10, 81), (70, 88), (90, 78), (41, 17), (30, 52), (76, 5), (5, 43), (23, 33), (96, 44)]","[(99, 32), (90, 78), (70, 88), (29, 98), (10, 81), (4, 63), (1, 24), (53, 7), (76, 5)]"
370a833720bb43d8a7f7bc7301bc6fb6,"[(20, 35), (1, 50), (12, 14), (37, 89), (80, 44), (46, 46), (98, 5), (64, 61)]","[(37, 89), (1, 50), (12, 14), (98, 5), (80, 44), (64, 61)]"
5b32445c3da14ccf897e3b94fc1899c1,"[(48, 1), (71, 66), (83, 54), (41, 10), (85, 54), (40, 43), (25, 13), (64, 92), (86, 1), (43, 37), (38, 50), (25, 98), (56, 40), (44, 98), (92, 26)]","[(25, 98), (25, 13), (48, 1), (86, 1), (92, 26), (85, 54), (64, 92), (44, 98)]"
da5a2c9db8ab4abf916f633b9783fb36,"[(89, 58), (89, 36), (57, 25), (62, 78), (6, 97), (15, 41), (58, 55), (46, 31), (94, 83), (7, 10), (77, 55), (87, 25), (27, 38), (74, 72)]","[(94, 83), (6, 97), (7, 10), (87, 25), (89, 36)]"
59cad67512934942b126f2f554bfc9e5,"[(8, 17), (92, 17), (52, 10), (67, 68), (72, 93), (92, 32), (42, 56), (62, 99), (14, 77)]","[(14, 77), (8, 17), (52, 10), (92, 17), (92, 32), (72, 93), (62, 99)]"
bc4010a9e63f4a659cb3b806bfcec18f,"[(11, 28), (37, 29), (99, 44), (3, 68), (66, 61), (17, 30), (65, 24), (54, 39), (1, 93), (51, 20), (11, 86), (29, 23), (2, 11), (24, 52), (55, 93)]","[(1, 93), (2, 11), (51, 20), (65, 24), (99, 44), (55, 93)]"
1ca77ab096f840a2b7936ae2dd824353,"[(33, 6), (3, 50), (71, 30), (58, 83), (43, 16), (12, 81), (24, 29), (90, 76), (15, 74), (22, 17), (99, 54), (97, 98), (80, 40), (64, 88), (68, 27)]","[(99, 54), (97, 98), (12, 81), (3, 50), (22, 17), (33, 6), (68, 27)]"
a4d41c256e4a4abcbaac74a272f3b57b,"[(58, 18), (14, 91), (8, 90), (52, 87), (44, 71)]","[(8, 90), (58, 18), (52, 87), (14, 91)]"
babe95b4a2eb42059897333bed5559c1,"[(66, 92), (21, 14), (76, 93), (11, 61), (22, 43), (60, 39), (39, 65), (77, 92), (33, 48), (88, 62), (55, 94), (87, 15), (87, 95)]","[(11, 61), (21, 14), (87, 15), (88, 62), (87, 95), (55, 94)]"
851af27782e84300bb2948b7cf82c043,"[(83, 94), (15, 10), (82, 35), (59, 2), (64, 1), (64, 73), (55, 42), (49, 67), (61, 36), (65, 13), (74, 35)]","[(15, 10), (64, 1), (82, 35), (83, 94), (49, 67)]"
81aa77c41a14434aa7c0f9f9a363c8db,"[(50, 66), (73, 71), (82, 48), (66, 18), (45, 77), (41, 65), (4, 51), (78, 96), (15, 67), (84, 48), (89, 29), (42, 67), (82, 69), (86, 27), (20, 10), (46, 52), (60, 6), (50, 12)]","[(89, 29), (78, 96), (15, 67), (4, 51), (20, 10), (60, 6)]"
bd3c25599adc4a9faa1d3458cfce717a,"[(67, 81), (63, 34), (8, 3), (11, 33)]","[(8, 3), (63, 34), (67, 81), (11, 33)]"
4d92eb960cb04f2e99087f8dc491e333,"[(93, 77), (26, 90), (91, 31), (69, 38), (22, 5), (84, 49)]","[(26, 90), (22, 5), (91, 31), (93, 77)]"
c3efac69f05e4ae094b1426befb746d6,"[(9, 95), (93, 42), (56, 69), (61, 3), (8, 59), (96, 88), (50, 94), (16, 11), (21, 41)]","[(9, 95), (8, 59), (16, 11), (61, 3), (93, 42), (96, 88), (50, 94)]"
65780c732bea424cb107bb3acb168179,"[(26, 42), (48, 21), (2, 21), (6, 80), (49, 8), (11, 87)]","[(2, 21), (49, 8), (48, 21), (11, 87), (6, 80)]"
d45fbd8703af4406bb784d61af802146,"[(85, 53), (64, 56), (11, 61), (35, 57), (98, 66), (90, 92), (32, 32), (97, 7), (86, 15), (19, 95)]","[(97, 7), (98, 66), (90, 92), (19, 95), (11, 61), (32, 32)]"
2e08b45302c44f32bbd700923eb1b3bc,"[(94, 45), (44, 42), (85, 23), (81, 60), (77, 46), (98, 11), (48, 21), (91, 10), (72, 65), (36, 67), (84, 51), (26, 36), (55, 49), (37, 97), (50, 68), (34, 72), (10, 67), (95, 99), (84, 79), (15, 52)]","[(98, 11), (95, 99), (37, 97), (10, 67), (15, 52), (26, 36), (48, 21), (91, 10)]"
b9029524f5c345268777a3d8d0788853,"[(81, 13), (33, 3), (18, 89), (67, 81), (21, 76), (56, 29), (51, 46), (86, 45), (80, 89), (78, 69), (89, 8)]","[(18, 89), (33, 3), (89, 8), (86, 45), (80, 89)]"
5d54506d089147a3b66a352d4d334dda,"[(48, 19), (64, 87), (66, 57), (61, 55), (9, 52), (11, 88), (63, 89), (31, 70), (22, 51), (33, 35), (63, 80), (47, 95), (84, 33), (73, 5), (86, 60), (91, 13), (73, 11)]","[(11, 88), (9, 52), (48, 19), (73, 5), (91, 13), (86, 60), (63, 89), (47, 95)]"
9d373f2f7da84a9a8c485ea10d7731ed,"[(43, 25), (69, 57), (74, 58), (82, 66), (66, 14), (62, 58), (16, 28), (0, 85), (13, 66), (48, 22), (22, 72), (33, 80), (0, 35), (73, 27)]","[(0, 85), (0, 35), (16, 28), (66, 14), (73, 27), (82, 66), (33, 80)]"
3ee9e5d1300d4d7ca752352ec04cf160,"[(57, 71), (7, 7), (29, 65), (10, 25), (93, 13)]","[(7, 7), (93, 13), (57, 71), (29, 65), (10, 25)]"
a8484ebe2a2c4bfca39e8b45bda2e03f,"[(64, 4), (41, 45), (44, 32), (19, 52), (67, 48), (39, 83), (65, 86), (81, 68), (59, 21), (98, 99), (5, 76), (66, 31), (75, 96), (63, 91), (69, 61), (74, 77)]","[(64, 4), (98, 99), (75, 96), (5, 76), (19, 52)]"
6d684d9cd67e4f07b8858975c92003a1,"[(96, 83), (54, 56), (11, 82), (82, 35), (92, 45), (18, 47), (85, 2), (67, 3), (29, 58), (33, 3), (45, 84), (42, 38), (93, 16), (75, 95)]","[(33, 3), (85, 2), (93, 16), (96, 83), (75, 95), (11, 82), (18, 47)]"
1f607e11b4bb40cc83226d38bd76444e,"[(11, 92), (97, 44), (93, 12), (82, 66), (74, 95), (88, 40), (20, 63), (66, 59), (81, 98), (74, 17), (28, 72), (92, 98), (73, 30), (4, 72), (79, 14), (55, 25)]","[(11, 92), (4, 72), (55, 25), (79, 14), (93, 12), (97, 44), (92, 98), (81, 98)]"
fa2cbb773ae449cf8e655b5b67feb93d,"[(41, 2), (22, 97), (81, 81), (68, 35), (0, 14), (22, 74), (36, 49), (97, 53), (11, 48), (52, 71), (4, 74), (71, 61), (66, 31), (76, 79), (15, 88), (24, 17)]","[(0, 14), (41, 2), (97, 53), (81, 81), (22, 97), (4, 74)]"
d42c6c09a8424c2e8088cd73a53e0905,"[(88, 99), (86, 69), (44, 11), (74, 71), (21, 66), (55, 51), (64, 63), (70, 81), (58, 97), (48, 47), (51, 75), (92, 55), (80, 51), (51, 79), (61, 33), (7, 92), (69, 52), (1, 22), (0, 14)]","[(92, 55), (88, 99), (58, 97), (7, 92), (0, 14), (44, 11)]"
af0da4bde35e4da186f3bfc3e9e5eef2,"[(95, 29), (38, 59), (45, 9), (97, 95), (71, 52), (68, 53), (42, 6)]","[(97, 95), (38, 59), (42, 6), (95, 29)]"
07cf4e2d49da431bba47af7adcf1a9ed,"[(22, 54), (16, 43), (92, 58), (15, 87), (38, 54), (9, 82), (28, 65), (52, 95), (13, 50), (71, 90), (55, 48)]","[(92, 58), (71, 90), (52, 95), (15, 87), (9, 82), (13, 50), (16, 43), (55, 48)]"
e3e12fbe8b6d4a709e2574dc1198bcaf,"[(44, 35), (29, 69), (34, 40), (97, 50), (16, 88), (93, 74), (0, 75), (3, 63), (51, 98), (82, 25), (11, 37), (69, 99), (96, 27)]","[(16, 88), (0, 75), (3, 63), (11, 37), (82, 25), (96, 27), (97, 50), (93, 74), (69, 99), (51, 98)]"
54634e0f9ca34545bfa9eab2cce85764,"[(99, 80), (75, 99), (82, 94), (59, 45), (15, 0), (90, 74), (10, 4), (12, 0)]","[(75, 99), (10, 4), (12, 0), (15, 0), (99, 80), (82, 94)]"
94a58872441a40e58c168c9ec70f8e62,"[(50, 7), (53, 19), (75, 38), (72, 62), (75, 51), (32, 5), (31, 89), (15, 86), (39, 68), (85, 30), (50, 31), (13, 88), (16, 6), (91, 4), (78, 65)]","[(31, 89), (13, 88), (16, 6), (32, 5), (91, 4), (78, 65)]"
c7edfa42bf8947f4b96c7f7911cc6398,"[(80, 9), (68, 41), (68, 48), (0, 67), (22, 13), (12, 78), (18, 55), (99, 7), (14, 57), (45, 25), (85, 57), (38, 15)]","[(12, 78), (0, 67), (22, 13), (99, 7), (85, 57)]"
4ca94c4005244d358be9a0fa574e5972,"[(0, 50), (36, 57), (67, 79), (35, 78), (74, 49), (5, 43), (76, 55), (30, 64), (67, 19)]","[(67, 19), (76, 55), (67, 79), (35, 78), (0, 50), (5, 43)]"
b4607fd136ea4451b4804431f3cbddf5,"[(58, 2), (40, 7), (13, 20), (20, 7), (23, 56), (17, 48), (33, 10), (18, 54), (36, 80), (58, 64), (94, 67), (2, 39), (35, 79), (36, 31), (55, 64), (19, 62), (8, 43), (23, 47), (43, 37)]","[(58, 2), (94, 67), (36, 80), (35, 79), (19, 62), (2, 39), (20, 7)]"
30018d4227d34d149ef20d86cb5e44ce,"[(20, 89), (42, 36), (96, 68), (94, 43), (57, 48), (41, 4), (84, 37), (76, 69), (74, 72), (7, 78), (75, 86), (69, 88), (6, 57), (42, 75), (91, 11)]","[(6, 57), (41, 4), (91, 11), (94, 43), (96, 68), (75, 86), (69, 88), (20, 89), (7, 78)]"
21551cdc65da46a89294b78e47169fa2,"[(73, 87), (47, 18), (52, 54), (39, 9), (64, 22), (69, 41), (79, 17)]","[(39, 9), (79, 17), (73, 87), (52, 54)]"
07dcb52e918d41ca8a44b39512ad4ee0,"[(85, 43), (43, 83), (50, 76), (55, 31), (33, 2), (85, 24), (74, 43), (49, 62), (79, 65), (24, 29), (31, 30), (36, 26), (20, 5), (52, 98), (63, 56), (52, 73), (58, 8), (99, 57), (6, 77)]","[(52, 98), (6, 77), (20, 5), (33, 2), (58, 8), (85, 24), (99, 57)]"
ebaa33d3ab5f41c9a566fc83ac9d3019,"[(95, 57), (48, 46), (87, 88), (40, 19), (13, 4), (66, 0), (86, 64), (44, 74), (53, 93), (17, 88), (69, 9), (61, 11), (79, 84)]","[(13, 4), (66, 0), (95, 57), (87, 88), (53, 93), (17, 88)]"
7e8605fd4eb94b0fb5a93e894378859f,"[(11, 3), (5, 96), (90, 96), (13, 4)]","[(90, 96), (5, 96), (11, 3), (13, 4)]"
fc3d76c793ba4297b82ea49d7b53d300,"[(36, 15), (65, 66), (33, 82), (91, 73), (56, 94), (43, 87), (90, 54), (21, 49), (40, 56), (22, 25), (99, 7), (78, 10), (75, 87), (84, 38), (55, 68)]","[(36, 15), (99, 7), (91, 73), (75, 87), (56, 94), (33, 82), (21, 49), (22, 25)]"
fc20ee1da1fb4f12bf76c4a9e868c47b,"[(77, 84), (32, 71), (71, 64), (97, 78), (31, 74), (98, 6), (28, 83), (58, 67), (45, 92), (80, 95), (7, 3), (54, 37), (90, 71), (25, 72), (87, 44), (6, 4), (30, 69), (11, 11), (23, 19)]","[(28, 83), (6, 4), (7, 3), (98, 6), (97, 78), (80, 95), (45, 92)]"
dc3c6c9bcbc942d5a7fba6bf95528a1a,"[(80, 70), (41, 86), (45, 98)]","[(41, 86), (80, 70), (45, 98)]"
7e4055f877494e7a8e72e25bc0620c46,"[(30, 33), (47, 65), (97, 46), (65, 18)]","[(47, 65), (30, 33), (65, 18), (97, 46)]"
6bd7279b577648f3bf54cf0ceb28139a,"[(23, 35), (63, 94), (16, 37), (7, 50), (98, 37), (34, 17), (34, 50), (4, 48), (92, 57), (61, 53), (40, 35), (80, 49), (20, 14), (73, 40), (59, 5), (37, 38)]","[(63, 94), (4, 48), (20, 14), (59, 5), (98, 37), (92, 57)]"
cc1c2f9ce2ff44b99303d4c52b34eaa6,"[(59, 69), (89, 62), (84, 56), (10, 65)]","[(10, 65), (84, 56), (89, 62), (59, 69)]"
7202d531d952431784ec670863f60d37,"[(59, 49), (45, 11), (4, 84), (34, 11), (35, 79), (48, 62), (79, 87), (41, 63), (48, 79), (67, 19), (76, 19), (70, 33), (83, 20), (66, 85), (0, 79), (73, 42), (81, 7), (21, 34), (71, 13)]","[(83, 20), (79, 87), (4, 84), (0, 79), (21, 34), (34, 11), (81, 7)]"
abe7f0ba9c034c5096661679f88d1fbd,"[(23, 75), (91, 22), (35, 3), (49, 93), (70, 3), (88, 49), (79, 22), (68, 66), (6, 37), (71, 18), (65, 56), (85, 85), (68, 59), (76, 67), (43, 39), (47, 4), (52, 76), (30, 52)]","[(6, 37), (35, 3), (70, 3), (91, 22), (85, 85), (49, 93), (23, 75)]"
08660101fdfc410890db211407a738ec,"[(96, 50), (82, 77), (59, 26), (35, 20), (70, 14), (92, 83), (87, 90), (24, 17), (91, 85), (18, 32), (16, 88), (36, 71), (48, 91), (48, 72), (63, 46), (1, 86), (52, 13), (14, 47), (27, 30), (13, 2)]","[(1, 86), (13, 2), (70, 14), (96, 50), (92, 83), (91, 85), (87, 90), (48, 91), (16, 88)]"
a750978884044770bf70b15f22b2ed7e,"[(25, 60), (77, 37), (94, 45), (39, 34), (94, 7), (45, 95), (64, 70), (35, 73), (46, 27), (3, 74), (45, 7), (77, 88), (9, 15), (23, 31), (72, 99), (45, 99), (58, 62), (16, 89)]","[(3, 74), (9, 15), (45, 7), (94, 7), (94, 45), (77, 88), (72, 99), (45, 99), (16, 89)]"
f836f2050eee44a3baf698ae08e4baaf,"[(46, 28), (39, 6), (63, 23), (30, 81), (29, 92), (19, 63), (33, 40), (78, 35), (71, 92), (16, 51), (75, 17), (90, 50)]","[(16, 51), (39, 6), (75, 17), (90, 50), (71, 92), (29, 92), (19, 63)]"
d28f54cad07a457488f3652618c16521,"[(85, 45), (5, 99), (42, 97), (4, 60), (42, 84), (24, 22), (7, 50), (25, 46), (39, 90), (78, 56), (44, 2), (17, 44), (67, 46), (29, 18), (54, 2)]","[(24, 22), (44, 2), (54, 2), (85, 45), (78, 56), (42, 97), (5, 99), (4, 60), (7, 50)]"
e6a720aa3ad2403486b45894e778230f,"[(1, 48), (58, 54), (82, 32), (64, 75), (15, 44), (14, 1), (81, 72), (50, 70), (60, 62), (45, 35), (10, 77), (80, 28), (68, 89), (10, 63), (54, 27), (55, 82), (52, 22), (90, 10), (75, 57)]","[(1, 48), (14, 1), (90, 10), (81, 72), (68, 89), (10, 77)]"
63f3708abc4b499ebe27ec4a8cf5149f,"[(57, 44), (30, 14), (46, 13), (3, 62), (6, 27), (3, 27), (80, 85), (80, 49), (35, 29), (82, 50), (42, 74), (90, 49), (86, 42), (95, 49)]","[(95, 49), (80, 85), (42, 74), (3, 62), (3, 27), (30, 14), (46, 13), (86, 42)]"
865f190754094661bf51cae11b733bf0,"[(97, 49), (97, 87), (23, 31), (55, 64), (74, 58), (86, 69), (29, 17), (2, 60), (99, 99), (24, 52), (9, 2), (98, 28), (32, 50)]","[(99, 99), (2, 60), (9, 2), (98, 28)]"
55cf567c9d27488cb650ac0fbb4c7cd2,"[(14, 30), (80, 95), (92, 21), (72, 30), (47, 67), (63, 22), (71, 13), (92, 66), (23, 28), (8, 52), (76, 93), (53, 34), (20, 25), (89, 85)]","[(76, 93), (8, 52), (14, 30), (20, 25), (71, 13), (92, 21), (92, 66), (89, 85), (80, 95)]"
746592adec044f098445db8033bd9328,"[(2, 42), (80, 42), (16, 14), (30, 64), (35, 45), (1, 44), (41, 53), (90, 27), (48, 13), (57, 33)]","[(30, 64), (1, 44), (16, 14), (48, 13), (90, 27), (80, 42)]"
8f53c5ea6b7b4a42b4f55bdd59576597,"[(18, 8), (79, 68), (90, 44), (67, 24), (7, 74), (53, 28), (11, 52), (97, 96)]","[(97, 96), (7, 74), (18, 8), (67, 24), (90, 44)]"
d785193c75a844a9847c0b3a82d59f4d,"[(43, 78), (72, 0), (9, 15), (50, 73), (99, 96), (2, 13), (63, 80), (93, 67), (29, 53), (73, 11), (96, 80), (69, 57), (25, 78), (42, 62), (98, 27), (1, 65), (59, 66)]","[(1, 65), (2, 13), (72, 0), (98, 27), (99, 96), (25, 78)]"
da86c4df81144bf0926dc5093c76d4d9,"[(1, 99), (36, 78), (34, 10), (69, 72)]","[(69, 72), (1, 99), (34, 10)]"
b117e0c1d7b3410c95ec03e524770a46,"[(80, 86), (93, 41), (59, 98), (54, 89), (47, 58), (71, 76), (29, 82), (72, 43), (90, 44), (94, 83), (64, 90), (76, 86), (69, 75)]","[(93, 41), (94, 83), (59, 98), (29, 82), (47, 58), (72, 43)]"
95b60cc6a700434a8bf51f2da45c8ddb,"[(22, 63), (42, 95), (76, 44), (36, 97), (97, 11), (43, 58), (60, 68), (66, 57), (72, 21), (98, 53)]","[(97, 11), (98, 53), (42, 95), (36, 97), (22, 63), (72, 21)]"
ec6f5586351143f586990ff0e3741a23,"[(25, 4), (35, 84), (20, 30), (51, 46), (10, 14), (85, 91), (29, 54), (32, 51), (98, 77)]","[(98, 77), (85, 91), (35, 84), (10, 14), (25, 4)]"
52d13fae80e84301b7d53a6cf73088ee,"[(79, 4), (42, 62), (53, 22), (48, 77)]","[(48, 77), (42, 62), (53, 22), (79, 4)]"
7941ccf6f8e84566ad64a6ddc7f6a586,"[(74, 77), (48, 81), (64, 25), (67, 31), (87, 30), (12, 24), (49, 48), (32, 8), (82, 84), (56, 47)]","[(87, 30), (82, 84), (48, 81), (12, 24), (32, 8)]"
39a8bce3714440fcb549e2b32c66035f,"[(75, 43), (97, 7), (10, 69), (35, 14)]","[(75, 43), (10, 69), (35, 14), (97, 7)]"
85eb2459216542b99567f8cea5fe9ed1,"[(5, 95), (47, 37), (61, 28), (35, 77), (79, 77), (64, 93), (15, 15), (70, 28), (94, 17), (13, 36), (99, 16), (8, 50), (52, 4)]","[(52, 4), (99, 16), (79, 77), (64, 93), (5, 95), (8, 50), (15, 15)]"
1047a84e31a746bb9fe33ae097055887,"[(76, 24), (79, 4), (10, 73), (31, 20), (11, 23), (92, 45), (26, 7), (83, 24), (3, 93), (67, 2), (78, 41), (85, 71), (14, 50), (40, 7)]","[(3, 93), (11, 23), (26, 7), (67, 2), (79, 4), (92, 45), (85, 71)]"
92c82ab334434d129715cdfc1cba59a4,"[(31, 55), (47, 86), (27, 21), (11, 30), (71, 27), (1, 28), (45, 60)]","[(47, 86), (1, 28), (27, 21), (71, 27)]"
b4606229df21473ea1e6b328d1c959ab,"[(84, 4), (65, 52), (52, 90), (95, 40), (77, 22), (69, 6), (49, 48), (42, 63), (56, 70), (10, 6), (10, 39), (49, 52), (56, 67), (42, 87), (40, 66), (78, 55), (96, 5), (51, 83)]","[(96, 5), (95, 40), (52, 90), (42, 87), (10, 39), (10, 6), (84, 4)]"
8ef1992e73a546a38389fa4adddf0487,"[(75, 26), (28, 33), (86, 21), (22, 50), (30, 70), (37, 19), (15, 9), (24, 84)]","[(15, 9), (86, 21), (24, 84)]"
6191860459fe4f52aeb0da59394a05d0,"[(27, 19), (24, 55), (56, 66), (79, 53), (32, 55), (45, 8), (84, 61), (34, 59), (67, 48), (98, 44), (98, 45), (10, 42), (72, 49), (69, 5)]","[(69, 5), (98, 44), (98, 45), (84, 61), (56, 66), (34, 59), (24, 55), (10, 42), (27, 19), (45, 8)]"
3cbc0decde3f42a781e73cb32a38ee0e,"[(12, 35), (35, 65), (73, 9), (58, 46), (48, 70), (23, 14), (61, 71), (77, 86), (76, 89), (81, 5), (72, 71), (20, 90), (81, 1), (89, 71), (49, 37), (42, 36), (10, 10)]","[(10, 10), (81, 1), (89, 71), (76, 89), (20, 90), (12, 35)]"
b28fb39005174141953f273296803b10,"[(25, 60), (44, 9), (94, 13), (71, 37), (34, 53)]","[(25, 60), (44, 9), (94, 13), (71, 37)]"
b2f51ec1874345d390473dc96f03f917,"[(11, 86), (89, 98), (7, 99), (98, 87), (50, 78), (26, 23), (93, 37), (73, 30), (9, 46), (54, 95), (50, 35), (10, 43), (77, 7), (52, 18), (52, 31), (49, 6), (87, 79), (92, 99), (77, 57)]","[(49, 6), (77, 7), (93, 37), (98, 87), (92, 99), (7, 99), (9, 46), (10, 43), (26, 23)]"
15be21ea41b34493bbe687164bc8b1ca,"[(54, 87), (16, 69), (61, 64), (43, 70), (65, 66), (38, 71), (73, 23), (67, 96)]","[(16, 69), (73, 23), (67, 96)]"
82cf49d67ee44678a94a449a13eba72c,"[(63, 51), (39, 14), (70, 31), (8, 99), (82, 89), (6, 12), (32, 24)]","[(8, 99), (6, 12), (39, 14), (70, 31), (82, 89)]"
03e5a33bf5db4825985508fadf404e0b,"[(61, 1), (50, 68), (78, 73), (9, 91), (22, 95), (76, 52), (37, 46), (97, 84), (68, 19), (45, 37), (46, 27), (19, 54), (40, 22), (68, 31), (10, 27), (11, 2), (55, 53), (11, 34)]","[(61, 1), (97, 84), (22, 95), (9, 91), (10, 27), (11, 2)]"
4e689bfd4b984876b1da72da4b63e86b,"[(18, 46), (41, 73), (38, 21), (67, 64), (33, 59), (71, 0), (18, 41), (70, 62), (6, 35), (46, 31), (87, 68), (88, 72), (64, 40), (35, 70), (2, 79), (60, 22), (49, 85), (21, 45), (62, 19)]","[(71, 0), (88, 72), (49, 85), (2, 79), (6, 35)]"
6fffc31306144478ba4a2c7e71974f77,"[(75, 4), (15, 74), (75, 48), (46, 50), (49, 53), (9, 19), (96, 38), (35, 88), (49, 93), (34, 9)]","[(96, 38), (49, 93), (35, 88), (15, 74), (9, 19), (34, 9), (75, 4)]"
73de909ae81d487a990499dbb53edd32,"[(62, 5), (55, 5), (8, 51), (55, 72), (84, 39), (10, 15), (41, 31), (69, 54), (78, 88), (89, 99), (38, 36), (46, 36), (4, 71), (82, 80), (74, 66), (32, 50), (48, 68), (33, 97), (94, 4), (81, 95)]","[(94, 4), (89, 99), (33, 97), (4, 71), (10, 15), (55, 5)]"
823c62291989464da0c3904f082e7e7f,"[(11, 37), (57, 96), (7, 72), (29, 83), (79, 66), (53, 70), (32, 47), (17, 63), (13, 48), (4, 73), (40, 63)]","[(4, 73), (11, 37), (79, 66), (57, 96)]"
4e062779719646d4b3f95b41302ae960,"[(70, 7), (16, 61), (13, 55), (16, 49), (67, 79), (80, 86), (66, 58), (54, 65), (49, 57), (11, 75), (13, 31), (17, 34), (42, 1)]","[(80, 86), (11, 75), (13, 31), (42, 1), (70, 7)]"
6b5f0bcf037745e29490817b021e2b37,"[(84, 83), (21, 59), (4, 35), (50, 75), (23, 38), (86, 91), (98, 51), (0, 82), (3, 88), (61, 74), (63, 33)]","[(98, 51), (86, 91), (3, 88), (0, 82), (4, 35), (63, 33)]"
b46cf02b4c27481e8bf029c806f182ba,"[(83, 43), (47, 37), (99, 2), (50, 70), (53, 40), (51, 28), (95, 24), (71, 19), (75, 40), (67, 15), (58, 26), (17, 51), (46, 27), (33, 60), (65, 57), (94, 64), (92, 27), (65, 41), (60, 32), (39, 92)]","[(39, 92), (17, 51), (46, 27), (67, 15), (99, 2), (94, 64)]"
9623ddbc550a4ad2a1ae4eb27a2096c8,"[(11, 21), (51, 75), (71, 95), (48, 77), (17, 27), (98, 36), (71, 53), (88, 78), (12, 66), (80, 10), (23, 36)]","[(12, 66), (11, 21), (80, 10), (98, 36), (88, 78), (71, 95)]"
3c35a9d56522439b9d390a6430c8bf55,"[(59, 49), (72, 76), (39, 53), (93, 85), (92, 96), (19, 51), (20, 3), (92, 50), (5, 91), (44, 93), (89, 9)]","[(5, 91), (20, 3), (89, 9), (92, 50), (93, 85), (92, 96)]"
6a35e0814e754d8aba82b8171ec0ad82,"[(71, 1), (48, 86), (3, 30), (27, 26)]","[(3, 30), (71, 1), (48, 86)]"
0494b68f23164081a18ce6ba590e3547,"[(27, 72), (55, 53), (63, 31), (73, 29)]","[(55, 53), (27, 72), (63, 31), (73, 29)]"
5740fa41893c4540b1d8acc196076cac,"[(21, 5), (66, 14), (2, 21), (77, 29), (26, 63), (81, 53), (62, 13), (98, 93), (12, 49), (60, 67), (57, 59), (30, 23), (43, 25)]","[(2, 21), (21, 5), (62, 13), (66, 14), (77, 29), (98, 93), (26, 63), (12, 49)]"
a078cc68c4b94d3d9ed2c534496f2dd0,"[(32, 64), (1, 85), (51, 57), (16, 13), (78, 63), (4, 99), (96, 62), (8, 99), (86, 32), (5, 87)]","[(1, 85), (16, 13), (86, 32), (96, 62), (8, 99), (4, 99)]"
350565b321d44de0b8012f67475df718,"[(10, 85), (39, 43), (19, 13), (75, 95), (97, 14), (21, 11), (28, 72), (22, 37), (31, 84), (6, 17), (5, 18), (26, 52), (57, 97), (93, 16), (19, 47)]","[(10, 85), (5, 18), (6, 17), (21, 11), (97, 14), (75, 95), (57, 97)]"
815cbf3475954ca6a61e8c16fcd17eb2,"[(92, 81), (83, 87), (95, 71), (30, 78), (65, 12), (18, 73), (48, 20), (55, 48), (60, 6), (35, 80), (24, 19)]","[(18, 73), (24, 19), (60, 6), (65, 12), (95, 71), (92, 81), (83, 87), (35, 80), (30, 78)]"
8286420c46d74b6396c476d220bf207e,"[(15, 62), (17, 58), (98, 87), (93, 99)]","[(93, 99), (15, 62), (17, 58), (98, 87)]"
5bd544f3325240ebba87e88649ac5f08,"[(50, 53), (7, 35), (23, 11), (20, 77), (67, 14), (56, 35), (38, 24), (5, 36), (45, 23), (40, 18), (0, 90), (45, 21), (25, 13), (45, 65), (61, 98)]","[(61, 98), (0, 90), (5, 36), (23, 11), (67, 14)]"
